title,author,averagerating,totalratings,numberofpages,genre,bookformat,language
"
One More Thing: Stories and Other Stories
",B.J. Novak,3.67,"45,002",288,Short Stories,Hardcover,English
"
The Girl with No Face (The Daoshi Chronicles, #2)
",M.H. Boroson,4.32,459,360,Fantasy,Hardcover,English
"
Magic Bleeds (Kate Daniels, #4)
",Ilona Andrews,4.42,"76,698",349,Fantasy,Mass Market Paperback,English
"
Caliban's War (The Expanse, #2)
",James S.A. Corey,4.35,"113,255",595,Science Fiction,Paperback,English
"
Shadow Maker (Nick Baron, #2)
",James R. Hannibal,4.42,225,384,Fiction,Paperback,English
"
Ten Thousand Skies Above You (Firebird, #2)
",Claudia Gray,4.07,"19,805",424,Young Adult,Kindle Edition,English
"
Only Ever Yours
",Louise O'Neill,3.77,"14,203",400,Young Adult,Kindle Edition,English
"
Children during the Holocaust
",Patricia Heberer,4.17,12,556,World War II,Hardcover,English
"
Blood Borne (Cathedral Chronicles, #1)
",Elizabeth Wixley,4.41,140,233,Fantasy,Kindle Edition,English
"
The Trouble with Playing Cupid (Cupid, #1)
",Tamara Philip,4.05,77,233,Fantasy,Kindle Edition,English
"
Shadow Woman
",Linda Howard,3.74,"8,306",352,Romance,Hardcover,English
"
The Boston Girl
",Anita Diamant,3.81,"80,569",352,Romance,Hardcover,English
"
Futuristic Violence and Fancy Suits (Zoey Ashe, #1)
",David  Wong,3.83,"18,492",384,Science Fiction,Hardcover,English
"
Darkdawn (The Nevernight Chronicle, #3)
",Jay Kristoff,4.31,"26,164",491,Fantasy,Kindle Edition,English
"
The Fish the Fighters and the Song-Girl
",Janet E. Morris,4.57,150,297,Fantasy,Kindle Edition,English
"
There There
",Tommy Orange,3.98,"137,258",294,Fiction,Hardcover,English
"
Sorcery of Thorns
",Margaret  Rogerson,4.09,"67,406",453,Fantasy,Hardcover,English
"
In the Distance
",Hernan Diaz,4.15,"8,791",256,Fiction,Paperback,English
"
The Library at Mount Char
",Scott  Hawkins,4.09,"37,015",388,Fantasy,Paperback,English
"
Sensual Desires (Amatore's Restaurant #2)
",James Sillwood,4.63,30,196,Fantasy,Paperback,English
"
Oathbringer (The Stormlight Archive, #3)
",Brandon Sanderson,4.57,"160,439",1248,Fantasy,Hardcover,English
"
The Shoemaker's Wife
",Adriana Trigiani,3.99,"78,898",485,Historical,Hardcover,English
"
Clandestine Liaisons (Amatore's Restaurant #3)
",James Sillwood,4.63,27,192,Historical,Paperback,English
"
First Grave on the Right (Charley Davidson, #1)
",Darynda Jones,4.01,"82,772",192,Historical,Paperback,English
"
At the Water's Edge
",Sara Gruen,3.67,"77,678",348,Historical,Hardcover,English
"
Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)
",J.K. Rowling,4.23,"40,963",68,Fantasy,Kindle Edition,English
"
Half a King (Shattered Sea, #1)
",Joe Abercrombie,3.95,"57,860",336,Fantasy,Hardcover,English
"
Lady Isabella's Scandalous Marriage (MacKenzies & McBrides, #2)
",Jennifer Ashley,3.92,"15,635",316,Romance,Mass Market Paperback,English
"
SPQR: A History of Ancient Rome
",Mary Beard,3.99,"46,948",606,History,Paperback,English
"
The Panopticon
",Jenni Fagan,3.67,"5,016",336,Fiction,Hardcover,English
"
Leah on the Offbeat (Creekwood, #2)
",Becky Albertalli,3.83,"67,384",368,Young Adult,Paperback,English
"
Sadie
",Courtney Summers,4.09,"85,863",308,Young Adult,Hardcover,English
"
Good Oil
",Laura Buzo,3.51,"8,148",283,Young Adult,Paperback,English
"
Grief is the Thing with Feathers
",Max Porter,3.87,"29,547",114,Poetry,Hardcover,English
"
This Body of Death (Inspector Lynley, #16)
",Elizabeth  George,4.03,"16,626",704,Mystery,Hardcover,English
"
Boxer, Beetle
",Ned Beauman,3.53,"2,281",256,Fiction,Hardcover,English
"
Fablehaven: The Complete Series Boxed Set (Fablehaven, #1-5)
",Brandon Mull,4.6,"7,686",1500,Fantasy,Hardcover,English
"
Someday, Someday, Maybe
",Lauren Graham,3.52,"49,772",340,Fiction,Hardcover,English
"
The Orenda
",Joseph Boyden,4.22,"16,725",490,Historical,Hardcover,English
"
Faithful
",Alice Hoffman,3.99,"30,723",258,Fiction,Hardcover,English
"
Side Jobs (The Dresden Files, #12.5)
",Jim Butcher,4.26,"50,686",418,Fantasy,Hardcover,English
"
Significance (Significance, #1)
",Shelly Crane,4.08,"45,609",387,Fantasy,ebook,English
"
The Foxhole Court (All for the Game, #1)
",Nora Sakavic,4.04,"44,352",237,Contemporary,ebook,English
"
Cruel Beauty
",Rosamund Hodge,3.68,"88,406",346,Fantasy,Hardcover,English
"
George
",Alex Gino,4.06,"36,131",208,LGBT,Hardcover,English
"
The Girl in the Ice (Detective Erika Foster, #1)
",Robert Bryndza,3.96,"73,662",670,Mystery,Kindle Edition,English
"
The Rook (The Checquy Files, #1)
",Daniel O'Malley,4.09,"53,026",496,Fantasy,Hardcover,English
"
Point of No Return (Kathleen Turner, #5)
",Tiffany Snow,4.34,"5,805",460,Romance,Paperback,English
"
The Sculptor
",Scott McCloud,4.01,"15,942",488,Sequential Art,Hardcover,English
"
Lamentation (Matthew Shardlake, #6)
",C.J. Sansom,4.41,"14,184",642,Historical,Hardcover,English
"
The Shallows: What the Internet is Doing to Our Brains
",Nicholas Carr,3.89,"25,253",276,Nonfiction,Hardcover,English
"
Rebel Belle (Rebel Belle, #1)
",Rachel Hawkins,3.8,"44,992",345,Young Adult,Hardcover,English
"
Red Country (First Law World, #6)
",Joe Abercrombie,4.31,"38,505",469,Fantasy,ebook,English
"
The Witches: Salem, 1692
",Stacy Schiff,3.26,"19,913",498,History,Hardcover,English
"
White Boy in Watts
",Karl Wiggins,4.9,10,50,History,Kindle Edition,English
"
Taken at Dusk (Shadow Falls, #3)
",C.C. Hunter,4.27,"48,194",380,Young Adult,Paperback,English
"
Girl, Stolen (Girl, Stolen #1)
",April Henry,4.04,"20,898",213,Young Adult,Hardcover,English
"
Penpal
",Dathan Auerbach,3.87,"15,934",243,Horror,Paperback,English
"
The Starbirth Assignment: Shifter (Starbirth, #1)
",J.M. Johnson,4.19,57,169,Science Fiction,Kindle Edition,English
"
Nobody Asked Me, But ....
",Karl Wiggins,4.03,71,275,Politics,Kindle Edition,English
"
You Don't Have to Say You Love Me
",Sarra Manning,3.96,"16,760",560,Romance,Paperback,English
"
Life in Motion: An Unlikely Ballerina
",Misty Copeland,3.88,"6,863",288,Nonfiction,Hardcover,English
"
Public Library and Other Stories
",Ali Smith,3.53,"3,575",219,Short Stories,Hardcover,English
"
Gentleman Jole and the Red Queen (Vorkosigan Saga, #16)
",Lois McMaster Bujold,3.81,"8,066",352,Science Fiction,ebook,English
"
Working Stiff: Two Years, 262 Bodies, and the Making of a Medical Examiner
",Judy Melinek,4.22,"17,711",258,Nonfiction,Hardcover,English
"
The City of Brass (The Daevabad Trilogy, #1)
",S.A. Chakraborty,4.11,"66,351",533,Fantasy,Hardcover,English
"
Starters (Starters, #1)
",Lissa Price,3.89,"41,627",352,Young Adult,Hardcover,English
"
The Last Lion: Winston Spencer Churchill: Defender of the Realm, 1940-1965 (The Last Lion, #3)
",William Manchester,4.14,"8,601",1232,Biography,Hardcover,English
"
We the Animals
",Justin Torres,3.68,"17,630",128,Fiction,Hardcover,English
"
The Collectors
",Philip Pullman,3.79,"4,866",128,Fantasy,Audible Audio,English
"
Awake at Dawn (Shadow Falls, #2)
",C.C. Hunter,4.25,"59,672",383,Young Adult,Paperback,English
"
The Secret Lives of People - Real Diary Excerpts from Modern Day America
",L.M. Hughes,3.08,12,246,Young Adult,Paperback,English
"
A Local Habitation (October Daye, #2)
",Seanan McGuire,3.9,"17,906",377,Fantasy,Mass Market Paperback,English
"
Citadel (Languedoc, #3)
",Kate Mosse,3.96,"8,679",696,Historical,Hardcover,English
"
The Shock of the Fall
",Nathan Filer,3.77,"43,801",310,Fiction,Hardcover,English
"
The Marriage of Opposites
",Alice Hoffman,3.89,"53,819",371,Historical,Hardcover,English
"
Ghettoside: A True Story of Murder in America
",Jill Leovy,4.04,"18,908",366,Nonfiction,Hardcover,English
"
100 Common Sense Policies to make BRITAIN GREAT again
",Karl Wiggins,4.59,17,439,Politics,Kindle Edition,English
"
Crazy Rich Asians (Crazy Rich Asians, #1)
",Kevin Kwan,3.87,"386,253",403,Fiction,Hardcover,English
"
Birthmarked (Birthmarked #1)
",Caragh M. O'Brien,3.87,"49,994",361,Young Adult,Paperback,English
"
The Bookman’s Tale
",Charlie Lovett,3.76,"16,704",352,Fiction,Hardcover,English
"
Catastrophe: Europe Goes To War 1914
",Max Hastings,3.99,"5,189",628,History,Hardcover,English
"
Lost for Words
",Edward St. Aubyn,3.28,"3,189",262,Fiction,Hardcover,English
"
Deadline (Newsflesh Trilogy, #2)
",Mira Grant,4.1,"24,712",584,Horror,Paperback,English
"
Think of a Number (Dave Gurney, #1)
",John Verdon,3.87,"31,017",418,Mystery,Hardcover,English
"
Lair of Dreams (The Diviners, #2)
",Libba Bray,4.07,"30,035",613,Fantasy,Hardcover,English
"
Days Without End (Days Without End #1)
",Sebastian Barry,3.97,"19,993",259,Historical,Hardcover,English
"
The Finkler Question
",Howard Jacobson,2.8,"14,483",307,Fiction,Paperback,English
"
The Legacy
",Katherine Webb,3.7,"8,351",464,Historical,Paperback,English
"
Prince of Thorns (The Broken Empire, #1)
",Mark  Lawrence,3.85,"103,887",373,Fantasy,Hardcover,English
"
A Gathering of Shadows (Shades of Magic, #2)
",V.E. Schwab,4.24,"133,107",512,Fantasy,Hardcover,English
"
Bellweather Rhapsody
",Kate Racculia,3.81,"8,203",340,Mystery,Hardcover,English
"
Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime
",John Heilemann,4.12,"21,399",448,Politics,Hardcover,English
"
Zona: A Book about a Film about a Journey to a Room
",Geoff Dyer,3.77,"1,284",240,Culture,Hardcover,English
"
The Devil's Prayer
",Luke Gracias,3.98,549,336,Horror,Kindle Edition,English
"
Manhattan Beach
",Jennifer Egan,3.62,"77,872",438,Historical,Hardcover,English
"
Ninefox Gambit (The Machineries of Empire, #1)
",Yoon Ha Lee,3.83,"17,525",384,Science Fiction,Paperback,English
"
The Better Angels of Our Nature: Why Violence Has Declined
",Steven Pinker,4.12,"26,955",802,Nonfiction,Hardcover,English
"
Jerusalem: The Biography
",Simon Sebag Montefiore,4.04,"9,062",802,Nonfiction,Hardcover,English
"
Memory of Water
",Emmi Itäranta,3.7,"6,699",263,Science Fiction,Paperback,English
"
The Woman in Cabin 10
",Ruth Ware,3.72,"441,345",341,Mystery,Hardcover,English
"
How to Be an Antiracist
",Ibram X. Kendi,4.37,"93,713",320,Nonfiction,Hardcover,English
"
Pack Your Bags and Get Out!
",Dave Clarke,3.53,"1,891",220,Nonfiction,Paperback,English
"
Kill Decision
",Daniel Suarez,3.97,"10,830",400,Fiction,Hardcover,English
"
The Tiger: A True Story of Vengeance and Survival
",John Vaillant,4.06,"11,490",352,Nonfiction,Hardcover,English
"
Jane Austen's England
",Roy A. Adkins,3.79,"1,504",352,Nonfiction,Hardcover,English
"
One Salt Sea (October Daye, #5)
",Seanan McGuire,4.32,"17,855",354,Fantasy,Mass Market Paperback,English
"
Djibouti
",Elmore Leonard,3.01,"2,815",279,Fiction,Hardcover,English
"
Kyland
",Mia Sheridan,4.33,"19,894",264,Romance,Kindle Edition,English
"
End of Watch (Bill Hodges Trilogy, #3)
",Stephen King,4.08,"99,563",432,Horror,Hardcover,English
"
Waking Gods (Themis Files, #2)
",Sylvain Neuvel,4.02,"39,409",336,Science Fiction,Hardcover,English
"
Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment
",Robert Wright,3.99,"17,915",336,Nonfiction,Audiobook,English
"
One Brit, One Bike, One Big Country
",John McKay,4.25,55,290,Nonfiction,Paperback,English
"
A Map of the World
",Jane Hamilton,3.81,"71,681",400,Fiction,Paperback,English
"
We Are the Ants
",Shaun David Hutchinson,4.16,"36,504",455,Young Adult,Hardcover,English
"
A Natural History of Dragons (The Memoirs of Lady Trent, #1)
",Marie Brennan,3.81,"31,113",335,Fantasy,Kindle Edition,English
"
La Belle Sauvage (The Book of Dust, #1)
",Philip Pullman,4.13,"90,030",335,Fantasy,Kindle Edition,English
"
The Diviners (The Diviners, #1)
",Libba Bray,3.92,"97,199",578,Fantasy,Hardcover,English
"
Shrill: Notes from a Loud Woman
",Lindy West,4.16,"55,513",260,Nonfiction,Hardcover,English
"
The Power of Habit: Why We Do What We Do in Life and Business
",Charles Duhigg,4.11,"399,185",375,Nonfiction,Hardcover,English
"
Chemistry
",Weike Wang,3.72,"16,831",224,Fiction,Kindle Edition,English
"
Maybe This Time
",Jennifer Crusie,3.73,"13,018",342,Romance,Hardcover,English
"
Recursion
",Blake Crouch,4.14,"146,716",329,Science Fiction,Hardcover,English
"
Bloodline
",Claudia Gray,4.07,"20,642",334,Media Tie In,Audio CD,English
"
Chimes at Midnight (October Daye, #7)
",Seanan McGuire,4.37,"13,927",357,Fantasy,Mass Market Paperback,English
"
Fool's Quest  (The Fitz and The Fool, #2)
",Robin Hobb,4.52,"33,613",757,Fantasy,Kindle Edition,English
"
Nightshade (Nightshade, #1; Nightshade World, #4)
",Andrea Cremer,3.99,"86,253",452,Young Adult,Hardcover,English
"
The Son
",Jo Nesbø,4.06,"44,391",407,Mystery,Hardcover,English
"
The Duchess War (Brothers Sinister, #1)
",Courtney Milan,3.83,"24,969",270,Romance,ebook,English
"
Moonbreeze (The Dragonian, #4)
",Adrienne Woods,4.2,"4,143",734,Fantasy,ebook,English
"
And Every Morning the Way Home Gets Longer and Longer
",Fredrik Backman,4.31,"50,219",97,Fiction,Kindle Edition,English
"
One Crazy Summer (Gaither Sisters, #1)
",Rita Williams-Garcia,3.98,"33,920",224,Historical,Hardcover,English
"
The Flame Alphabet
",Ben Marcus,2.88,"5,141",289,Fiction,Hardcover,English
"
Somewhere Beneath Those Waves
",Sarah Monette,4.09,604,331,Fantasy,Paperback,English
"
Maya's Notebook
",Isabel Allende,3.85,"25,167",387,Fiction,Hardcover,English
"
The End: The Defiance and Destruction of Hitler's Germany 1944-45
",Ian Kershaw,4.12,"3,692",592,History,Hardcover,English
"
The Teleportation Accident
",Ned Beauman,3.44,"4,614",357,Fiction,Hardcover,English
"
Get in Trouble
",Kelly Link,3.69,"10,148",336,Short Stories,Hardcover,English
"
The Last Ever After (The School for Good and Evil, #3)
",Soman Chainani,4.31,"24,807",655,Fantasy,Hardcover,English
"
Origin (Robert Langdon, #5)
",Dan Brown,3.87,"282,703",456,Fiction,Hardcover,English
"
A World Without Princes (The School for Good and Evil, #2)
",Soman Chainani,4.06,"31,546",433,Fantasy,Hardcover,English
"
The Dragonet Prophecy (Wings of Fire, #1)
",Tui T. Sutherland,4.24,"43,204",336,Fantasy,Hardcover,English
"
Hunger Makes Me a Modern Girl
",Carrie Brownstein,3.8,"34,611",244,Nonfiction,Hardcover,English
"
Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard
",Liz Murray,4.16,"20,083",334,Autobiography,Hardcover,English
"
Between the Lines (Between the Lines, #1)
",Jodi Picoult,3.58,"41,039",353,Young Adult,Hardcover,English
"
More Happy Than Not
",Adam Silvera,3.99,"49,912",293,Young Adult,Hardcover,English
"
Anxious People
",Fredrik Backman,4.23,"272,165",341,Fiction,Hardcover,English
"
My Familiar Stranger (Knights of Black Swan, #1)
",Victoria Danann,3.92,"9,503",472,Fantasy,Kindle Edition,English
"
Odinsbarn (Ravneringene, #1)
",Siri Pettersen,4.16,"7,042",621,Fantasy,Hardcover,Norwegian
"
Artful
",Ali Smith,4.06,"2,697",621,Fantasy,Hardcover,Norwegian
"
All the Birds in the Sky
",Charlie Jane Anders,3.6,"41,780",313,Fantasy,Hardcover,English
"
Raising Steam (Discworld, #40, Moist von Lipwig #3)
",Terry Pratchett,3.98,"35,276",377,Fantasy,Hardcover,English
"
American Conspiracies: Lies, Lies, and More Dirty Lies that the Government Tells Us
",Jesse Ventura,3.6,"1,667",256,Nonfiction,Hardcover,English
"
The Rise of Nine (Lorien Legacies, #3)
",Pittacus Lore,4.17,"101,073",372,Young Adult,Hardcover,English
"
Kade's Turn (Kathleen Turner, #2.5)
",Tiffany Snow,4.36,"2,348",208,Romance,Kindle Edition,English
"
Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions
",Chimamanda Ngozi Adichie,4.5,"67,066",63,Nonfiction,Hardcover,English
"
The Poet X
",Elizabeth Acevedo,4.37,"90,113",368,Poetry,Kindle Edition,English
"
Life Itself
",Roger Ebert,3.91,"5,926",436,Nonfiction,Hardcover,English
"
I Hunt Killers (I Hunt Killers, #1)
",Barry Lyga,4.02,"40,223",359,Young Adult,Hardcover,English
"
What is Not Yours is Not Yours
",Helen Oyeyemi,3.65,"12,063",325,Short Stories,Hardcover,English
"
The Hollow Boy (Lockwood & Co., #3)
",Jonathan Stroud,4.37,"14,915",374,Fantasy,Hardcover,English
"
The Sandman: Overture (The Sandman: Overture, #1-6)
",Neil Gaiman,4,"60,367",224,Sequential Art,Hardcover,English
"
New York 2140
",Kim Stanley Robinson,3.56,"11,229",624,Science Fiction,Hardcover,English
"
The Little Red Chairs
",Edna O'Brien,3.25,"8,896",299,Fiction,Hardcover,English
"
Gemina (The Illuminae Files, #2)
",Amie Kaufman,4.42,"68,516",659,Science Fiction,Library Binding,English
"
Blood Red Road (Dust Lands, #1)
",Moira Young,3.9,"63,419",459,Young Adult,Hardcover,English
"
Tunnel of Bones (Cassidy Blake, #2)
",Victoria Schwab,4.08,"17,254",304,Childrens,Paperback,English
"
The Lake of Dreams
",Kim Edwards,3.18,"13,117",377,Fiction,Hardcover,English
"
Fracture (Night School, #3)
",C.J. Daugherty,4.12,"8,766",374,Young Adult,Paperback,English
"
The Secret Wisdom of the Earth
",Christopher Scotton,4.1,"8,739",466,Fiction,Hardcover,English
"
Area 51: An Uncensored History of America's Top Secret Military Base
",Annie Jacobsen,3.79,"6,991",540,Nonfiction,Hardcover,English
"
My Life Next Door
",Huntley Fitzpatrick,3.98,"144,596",394,Young Adult,Hardcover,English
"
My Heart and Other Black Holes
",Jasmine Warga,3.99,"47,987",320,Young Adult,Hardcover,English
"
But What If We're Wrong?: Thinking About the Present As If It Were the Past
",Chuck Klosterman,3.64,"15,301",287,Nonfiction,Kindle Edition,English
"
Rework
",Jason Fried,3.96,"149,148",279,Business,Hardcover,English
"
The Name of the Star (Shades of London, #1)
",Maureen Johnson,3.86,"54,881",372,Young Adult,Paperback,English
"
Contested Will: Who Wrote Shakespeare?
",James Shapiro,4.02,"1,513",352,Nonfiction,Hardcover,English
"
Two Brothers
",Ben Elton,4.36,"10,919",424,Historical,Hardcover,English
"
You're Never Weird on the Internet
",Felicia Day,4.04,"51,467",272,Nonfiction,Hardcover,English
"
The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution
",Walter Isaacson,4.06,"33,790",542,Nonfiction,Hardcover,English
"
Wedding Night
",Sophie Kinsella,3.44,"85,752",464,Womens Fiction,Paperback,English
"
I'll Mature When I'm Dead: Dave Barry's Amazing Tales of Adulthood
",Dave Barry,3.68,"4,061",464,Womens Fiction,Paperback,English
"
Beautiful Redemption (Caster Chronicles, #4)
",Kami Garcia,3.91,"68,862",456,Fantasy,Hardcover,English
"
Min kamp 5 (Min kamp #5)
",Karl Ove Knausgård,4.41,"7,368",608,Fiction,Hardcover,Norwegian
"
Hollow Earth
",John Barrowman,3.91,"2,132",608,Fiction,Hardcover,Norwegian
"
The Violets of March
",Sarah Jio,3.82,"23,760",296,Fiction,Paperback,English
"
Gwendy's Button Box (The Button Box, #1)
",Stephen King,3.9,"46,915",171,Horror,Hardcover,English
"
A Torch Against the Night (An Ember in the Ashes, #2)
",Sabaa Tahir,4.24,"122,158",452,Fantasy,Hardcover,English
"
Say Nothing: A True Story of Murder and Memory in Northern Ireland
",Patrick Radden Keefe,4.39,"68,656",452,Fantasy,Hardcover,English
"
Cold Wind (Joe Pickett, #11)
",C.J. Box,4.22,"11,511",496,Mystery,Paperback,English
"
The Winner's Crime (The Winner's Trilogy, #2)
",Marie Rutkoski,4.08,"62,374",416,Fantasy,ebook,English
"
Saga, Vol. 5
",Brian K. Vaughan,4.4,"61,057",152,Sequential Art,Paperback,English
"
Min kamp 6 (Min kamp #6)
",Karl Ove Knausgård,4.12,"4,271",1116,Fiction,Hardcover,Norwegian
